PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH
0.8768,8.4683,0.993,0.0,3.30605,3734.0,714.1
3.403743926,10.77,0.23738,1.0,1.5017,5596.0,815.9
0.77459856,3.567,0.993,1.0,2.71,5726.0,714.1
96.16705,1.15,38.84012,1.0,2.775,5147.0,270.7
322.544807,0.68,1.96578,1.0,11.236,5359.0,88.0
6.39595,3.567,0.993,0.0,3.30605,3972.0,714.1
0.5251251,1.4381391,0.993,1.0,1.0447398,5867.0,277.1920779
3.9563671,3.567,0.993,1.0,3.396,5601.0,4330.0
8.9093753,13.9451,0.993,1.0,4.595,6375.0,9278.0
5.0778064,14.9343184,0.993,1.0,3.6413963,5262.0,14469.3182017
2.935362067,3.15,1.41522,2.0,1.5043,4922.0,1052.6
7.56126152,1.2,2.59645,1.0,2.851,5853.0,180.6
2.49777454,2.14,0.04689,1.0,5.241,7117.0,78.7
5.8957069,32.41,0.00124,1.0,56.84,5956.0,129.7
1.755843555,1.94,0.27533,1.0,1.9425,5569.0,386.0
2.635737,13.8231,0.993,1.0,2.207,5900.0,21500.0
13.33094869,25.95,0.76484,1.0,1.426,5991.0,725.6
16.6828999,17.1854,0.993,1.0,1.804,6423.0,2054.0
3.9017499,12.6062,0.993,1.0,1.845,4665.0,27430.0
6.61836309,2.98,1.19117,3.0,3.6813,5529.0,549.1
1.93188768,0.57,11.71282,1.0,1.087,5896.0,37.8
7.58062893,0.97,1.23194,1.0,3.484,5753.0,86.1
40.0603,2.7,0.993,1.0,3.30605,5727.0,714.1
3.2376482,5.6488,0.993,1.0,2.038,10023.0,698.0
41.474219,3.17207779,0.993,1.0,3.30605,5784.0,714.1
112.303136,1.3,4.53694,1.0,5.869,4401.0,502.1
1.02104719,13.68,0.02406,1.0,6.39,6444.0,246.1
3.09872834,0.64,3.95008,1.0,1.89,3628.0,248.0
8.80854183,2.69,0.00033,2.0,34.7564,6017.0,174.7
2.065351521,1.03,0.47963,1.0,2.661,5266.0,173.2
4.8398399,12.0967,0.993,1.0,2.818,5506.0,7040.0
