PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH,DISPOSITION_ENCODED
1.061934313,15.14,0.04487,1.0,3.194,4304.0,607.0,0
24.94598,2.01,0.993,2.0,3.30605,6570.0,0.019,2
43.263305017,62.75,1.26972,1.0,10.0915,5623.0,359090.0,0
10.064687893,30.11,0.37543,1.0,3.59854,5185.0,10088.0,0
0.536544193,0.9,0.22932,1.0,2.918,5041.0,159.5,0
7.05675145,1.68,3.5363,2.0,2.0261,6388.0,130.0,2
3.6079916,15.3816,0.993,0.0,3.30605,5308.3,0.6055,1
2.501531,20.1829,0.993,1.0,1.887,5823.0,2980.0,1
392.94247,1.6,2.52821,1.0,11.055,6596.0,120.3,0
8.2148505,10.4375,0.993,1.0,3.839,6183.0,3140.0,1
6.47539108,1.92,2.0051,3.0,2.7048,4954.0,530.6,2
3.6039259,9.20389,0.993,1.0,3.737,7080.0,940.0,1
9.03079,3.6,1.2,4.0,3.30605,5576.0,714.1,2
51.53997972,5.51,1.85679,4.0,6.3994,5427.0,3644.3,2
6.6153188,2.2695325,0.993,1.0,2.3345844,4157.0,1341.3720224,1
260.02265,3.13,0.30515,1.0,12.009,5250.0,2060.7,0
6.2335155,3.9286675,0.993,1.0,1.5179746,3211.0,13899.3555966,1
9.4715404,2.9723031,0.993,1.0,1.6493835,5216.0,1186.7670333,1
0.2122013,0.519,0.993,0.0,3.30605,5726.0,0.0725,1
39.94344731,3.567,0.993,2.0,1.71,5726.0,714.1,0
2.555332,20.5128,0.993,1.0,5.14,6454.0,6550.0,0
28.0693949,1.6221344,0.993,2.0,6.0393818,6007.0,154.3008171,1
1.97741,17.5768,0.993,1.0,6.549,6742.0,5470.0,0
4.4416421,1.17,0.993,0.0,3.30605,5547.0,0.0143,1
1.8437362,25.26,0.0098,1.0,21.04,6032.0,341.1,0
3.003879547,10.96,0.79594,1.0,3.2848,6311.0,8538.0,2
1.958577398,1.8,0.72208,1.0,2.388,5402.0,453.0,0
1.980356674,2.1,0.44056,3.0,2.4743,6078.0,271.9,2
1.470258,12.2412,0.993,1.0,1.126,6321.46,2700.0,0
42.1918331,2.35,1.05579,1.0,7.083,5520.0,488.7,2
24.6842,2.49,0.993,0.0,3.30605,5726.0,0.0408,1
21.8634638,2.37,2.98859,1.0,3.542,5383.0,871.0,2
151.31847,1.13,0.23528,1.0,16.45,6003.0,105.4,0
3.39829,7.06633,0.993,1.0,2.634,6271.0,4340.0,0
14.311,3.567,0.993,0.0,3.30605,4076.0,0.0689,1
4.35967,2.31,0.993,0.0,3.30605,5726.0,0.1568,1
0.555317,3.567,0.993,0.0,3.30605,5295.0,41.6594,0
5.91039905,3.567,0.993,2.0,3.85,5726.0,714.1,0
0.6858178,0.9996714,0.993,1.0,1.3936363,5142.0,148.2277582,1
5.0414219,11.6667,0.993,1.0,6.675,5838.0,2340.0,1
1.5142292,11.6042711,0.993,1.0,1.7190416,6616.0,5271.4558635,0
356.99135,2.47,0.60134,1.0,17.03,5539.0,747.8,0
0.566805887,0.08,0.06457,1.0,5.2317,5000.0,1.7,0
4.0902788,13.9755,0.993,1.0,3.584,6130.0,5060.0,1
4.27226421,0.64,1.2086,4.0,2.113,5450.0,48.9,2
6.669,3.567,0.993,0.0,3.30605,5048.0,0.0213,1
1.92027188,3.567,0.993,2.0,2.65,5726.0,714.1,0
0.3093954,15.7244,0.993,1.0,0.442,4769.0,7680.0,0
3.2569118,15.9704,0.993,1.0,3.689,7320.0,5960.0,1
0.959628,1.8,0.993,4.0,3.30605,5726.0,714.1,2
41.9934673,1.56,11.01888,1.0,3.226,5766.0,293.7,1
11.41941928,0.99,0.21529,3.0,3.3075,4498.0,150.5,2
8.589562,15.95,0.00131,1.0,9.885,5766.0,245.4,0
98.51783198,3.567,0.993,1.0,1.65,5726.0,714.1,0
12.647815,1.38162499,0.993,1.0,3.30605,4799.0,714.1,2
3.735051,14.2690959,0.993,1.0,2.4293974,5829.0,8964.0239073,1
6.05919881,1.21,15.23066,1.0,1.365,5734.0,154.2,2
7.51514595,35.8,2.16082,1.0,3.54486,5624.0,117460.0,0
3.46608,20.8363,0.993,1.0,4.403,7249.8,1620.0,0
6.0978165,14.2859,0.993,1.0,3.402,6255.0,15220.0,1
41.408316686,11.38,3.42177,1.0,5.0264,5522.0,22839.0,2
7.95486,2.07,0.993,2.0,3.30605,4097.0,0.11,2
16.3764188,4.23355,0.993,1.0,4.775,6397.0,1230.0,1
1.274840187,66.76,0.02077,1.0,14.833,5365.0,229.2,0
2.9985667,17.8036847,0.993,1.0,3.025166,6126.0,28040.9068572,0
10.9543562,9.03653,0.993,1.0,4.737,5542.4,8770.0,1
9.401312,2.729,0.993,1.0,3.30605,5911.0,714.1,2
9.76897,3.567,0.993,0.0,3.30605,5388.0,714.1,1
4.6049829,1.67,0.993,1.0,3.30605,4843.0,0.0432,2
3.338577,11.9188,0.993,1.0,3.519,7482.0,3620.0,1
1.25383162,0.47,0.03159,1.0,7.68,6472.0,12.9,0
27.3214242,3.61,0.04624,3.0,4.836,5592.0,279.6,2
1.4182984,9.60116,0.993,1.0,0.654,9267.0,2124.0,1
0.759755409,0.91,0.27536,1.0,2.734,6090.0,70.0,0
23.65369415,7.89,0.41907,5.0,8.2183,5739.0,3341.8,2
14.1011023,1.26,1.32322,1.0,4.513,6534.0,108.2,1
18.0574016,3.8092663,0.993,1.0,3.592177,5897.0,1198.0572128,1
5.7158895,12.3206,0.993,1.0,2.437,5224.0,22050.0,1
5.1855507,2.4406793,0.993,1.0,1.9734133,3921.0,1496.7919264,1
1.5755252,21.7284649,0.993,1.0,3.5874714,6560.0,3712.6009177,1
15.7397651,1.18,3.84152,1.0,3.297,4733.0,287.7,0
5.90260586,1.26,8.37101,1.0,1.832,4960.0,337.7,1
8.26726,3.4,2.24,1.0,3.30605,5373.0,714.1,2
16.993435,1.53786409,0.993,1.0,3.30605,5252.0,714.1,2
8.58289,2.33,0.993,2.0,3.30605,5773.0,714.1,2
147.281212,2.28,2.28018,1.0,7.375,5708.0,452.8,1
4.252082243,33.14,0.30329,1.0,2.7543,5802.0,8290.5,0
13.4959496,1.62,12.24811,1.0,2.085,5962.0,253.6,1
5.7351935,9.87741,0.993,1.0,2.927,5042.0,18384.0,1
4.2768515,12.027,0.993,1.0,4.586,5691.0,5000.0,1
4.16288745,1.32,89.35811,2.0,0.678,4478.0,391.7,1
2.7543175,2.11364,0.993,1.0,1.471,3573.0,1368.0,1
3.5947639,5.10241,0.993,1.0,1.81,5594.0,3070.0,1
4.94402197,32.92,0.0098,1.0,4.062,6013.0,363.3,0
34.2825595,5.84592,0.993,1.0,6.989,6145.0,2540.0,1
284.063137,6.36,0.69068,2.0,8.297,5791.0,1628.1,2
3.9687994,3.567,0.993,1.0,1.07,5286.9,1760.0,1
357.77096,1.42,1.40591,1.0,12.999,5523.0,216.3,0
6.414008,2.9,0.993,1.0,3.30605,3620.0,0.4614,2
39.30944096,2.87,1.8866,1.0,5.77,5607.0,1132.1,2
0.57023,0.86,0.993,1.0,3.30605,5500.0,714.1,2
1.5454492,2.4829303,0.993,2.0,2.7821528,3264.0,4280.7714918,1
7.508818,1.02,0.2369,1.0,6.5,6293.0,70.1,0
19.441899,4.15,0.993,0.0,3.30605,2601.0,11.8,0
4.973455252,2.46,2.28351,2.0,1.6519,5097.0,741.6,2
0.5366497,0.92,0.24851,1.0,2.887,5822.0,105.4,0
9.705693,2.07,0.0107,1.0,7.702,5808.0,140.8,2
6.4424263,3.14002,0.993,1.0,2.604,4661.0,1430.0,1
1.33711647,14.056,1.573,1.0,3.30605,4645.0,714.1,2
2.851702,2.16,0.993,0.0,3.30605,5726.0,0.488,1
15.387063,2.39,0.993,1.0,3.30605,6058.0,714.1,2
4.17032,3.19,0.993,2.0,3.30605,5726.0,0.0935,2
2.2358979,3.28794,0.993,1.0,1.588,4793.8,610.0,1
700.9622566,2.2203819,0.993,1.0,6.2194192,5626.0,456.5698347,1
22.1575175,2.17495,0.993,1.0,3.374,5174.0,837.0,1
1.734422,4.24151,0.993,1.0,2.32,5890.0,1230.0,0
12.426469,1.66,0.00036,1.0,25.71,5691.0,180.5,0
6.771347,4.74,1.71,1.0,3.30605,5246.0,714.1,2
3.1084574,13.2168,0.993,1.0,2.534,6024.0,9902.0,1
2.1032389,36.63,0.05066,1.0,6.4774,5546.0,24852.0,0
32.033211,0.85,1.86912,1.0,5.289,6039.0,71.3,1
6.400157105,2.52,0.87234,2.0,2.0004,5299.0,743.2,2
8.050722,1.31,0.993,2.0,3.30605,5502.7,714.1,2
8.31001,18.2639,0.993,1.0,7.754,6649.0,5667.0,1
1.0929203,1.3599954,0.993,2.0,1.5258481,4361.0,377.4316425,1
0.770658979,0.68,1.84245,1.0,1.401,5058.0,83.5,1
3.1580472,8.3204,0.993,1.0,2.6816352,7606.3,7782.0821448,1
2.1805577,18.405178,0.37,1.0,3.30605,6099.0,714.1,2
1.0451165,6.13091,0.993,1.0,0.794,5921.2,1010.0,1
5.0711656,15.3998,0.993,1.0,6.032,7304.0,5325.0,1
12.011661094,55.2,0.51094,1.0,3.77516,6753.0,14294.0,0
47.0196372,3.1012834,0.993,1.0,5.8659335,5249.18,1251.7456152,1
14.09292,2.58,0.993,3.0,3.30605,5726.0,0.0893,2
10.7012764,19.1102,0.993,1.0,4.428,5853.2,25250.0,1
15.08186,0.98,0.70973,1.0,4.004,5794.0,81.6,1
3.7863767,9.94411,0.993,1.0,5.123,6892.9,2190.0,1
1.76406,12.3762,0.993,1.0,3.086,6481.7,870.0,0
10.13446,1.92,0.993,1.0,3.30605,5726.0,0.705,2
7.57571414,2.45,3.95146,1.0,2.357,6418.0,418.5,0
10.42317343,1.07,1.48008,3.0,2.341,5767.0,71.2,2
4.8982659,4.84123,0.993,1.0,2.874,5696.0,2055.0,1
45.1178526,2.78,0.26291,1.0,3.737,5585.0,389.2,0
6.679,3.567,0.993,2.0,3.30605,5468.0,0.0655,2
8.8656511,2.52,0.993,1.0,3.30605,5306.0,714.1,2
0.708548,4.66694,0.993,1.0,0.845,5678.0,800.0,1
1.606003121,360.08,0.5028,1.0,4.88602,5297.0,402550.0,0
21.7300248,2.526638,0.993,1.0,2.4879281,4788.0,1119.2111083,1
3.2637419,13.3617,0.993,1.0,1.977,6016.1,8150.0,1
14.8783945,1.63,0.09884,1.0,7.491,5822.0,322.8,2
2.732767897,1.42,5.83579,2.0,1.1102,3825.0,613.1,2
12.0077462,3.567,0.993,1.0,2.818,4990.7,2921.0,0
12.2027867,9.74784,0.993,1.0,2.428,6454.0,7070.0,1
3.8949005,2.15693,0.993,1.0,2.171,4718.0,1071.0,1
0.8903331,20.96,0.39491,1.0,2.643,4981.0,134.1,0
4.48758768,1.37,1.01748,1.0,2.874,6060.0,112.0,2
10.56103,2.29,3.8,2.0,3.30605,5731.0,714.1,2
4.2318085,7.88895,0.993,1.0,2.558,8064.0,1780.0,0
5.4454541,7.92255,0.993,1.0,3.41,5684.0,5731.0,1
2.4826619,0.8,0.75005,1.0,2.115,6356.0,37.0,0
2.500285,64.215,0.993,0.0,3.30605,6051.0,714.1,1
4.093578461,2.85,0.17115,2.0,2.5833,6077.0,538.6,2
6.5011256,3.567,0.993,1.0,5.442,5485.0,4370.0,1
1.314437,3.09990986,0.993,0.0,3.30605,6009.0,714.1,1
17.0180939,14.5502,0.993,1.0,4.558,5782.0,13730.0,1
11.03571773,70.42,0.95744,1.0,5.62958,6201.0,144960.0,0
6.0879495,12.8134,0.993,1.0,1.639,3971.0,26720.0,1
1.7359447,1.89,0.993,0.0,3.30605,5354.0,0.043,1
11.63344,9.52763359,0.993,1.0,3.30605,5537.0,714.1,2
9.9444971,11.3375,0.993,1.0,3.171,6576.0,3078.0,1
0.558841234,1.33,8.80443,1.0,0.7918,5151.0,280.9,2
2.174769,1.7,0.993,1.0,3.30605,5726.0,714.1,2
15.3050693,10.4166,0.993,1.0,3.872,5370.0,770.0,0
1.759276227,40.79,0.27663,1.0,3.19585,6656.0,32091.0,0
3.44928111,1.23,6.48403,1.0,1.424,5119.0,237.0,1
703.79367,1.860295,0.993,1.0,2.9297301,4709.0,601.9566843,1
11.12366,1.8,0.993,0.0,3.30605,5726.0,0.0427,1
3.2337884,15.3732,0.993,1.0,2.102,6065.0,9188.0,1
2.4596079,4.09395,0.993,1.0,2.168,5340.0,2195.0,1
